POS_1-GRAM_AFTER_ANSWER_CC,POS_1-GRAM_AFTER_ANSWER_CD,POS_1-GRAM_AFTER_ANSWER_DT,POS_1-GRAM_AFTER_ANSWER_EX,POS_1-GRAM_AFTER_ANSWER_IN,POS_1-GRAM_AFTER_ANSWER_JJ,POS_1-GRAM_AFTER_ANSWER_JJR,POS_1-GRAM_AFTER_ANSWER_JJS,POS_1-GRAM_AFTER_ANSWER_MD,POS_1-GRAM_AFTER_ANSWER_NN,POS_1-GRAM_AFTER_ANSWER_NNP,POS_1-GRAM_AFTER_ANSWER_NNPS,POS_1-GRAM_AFTER_ANSWER_NNS,POS_1-GRAM_AFTER_ANSWER_POS,POS_1-GRAM_AFTER_ANSWER_PRP,POS_1-GRAM_AFTER_ANSWER_RB,POS_1-GRAM_AFTER_ANSWER_RBR,POS_1-GRAM_AFTER_ANSWER_RBS,POS_1-GRAM_AFTER_ANSWER_RP,POS_1-GRAM_AFTER_ANSWER_TO,POS_1-GRAM_AFTER_ANSWER_VB,POS_1-GRAM_AFTER_ANSWER_VBD,POS_1-GRAM_AFTER_ANSWER_VBG,POS_1-GRAM_AFTER_ANSWER_VBN,POS_1-GRAM_AFTER_ANSWER_VBP,POS_1-GRAM_AFTER_ANSWER_VBZ,POS_1-GRAM_AFTER_ANSWER_WDT,POS_1-GRAM_AFTER_ANSWER_WP,POS_1-GRAM_AFTER_ANSWER_WRB,POS_1-GRAM_BEFORE_ANSWER_CC,POS_1-GRAM_BEFORE_ANSWER_CD,POS_1-GRAM_BEFORE_ANSWER_DT,POS_1-GRAM_BEFORE_ANSWER_EX,POS_1-GRAM_BEFORE_ANSWER_IN,POS_1-GRAM_BEFORE_ANSWER_JJ,POS_1-GRAM_BEFORE_ANSWER_JJR,POS_1-GRAM_BEFORE_ANSWER_JJS,POS_1-GRAM_BEFORE_ANSWER_MD,POS_1-GRAM_BEFORE_ANSWER_NN,POS_1-GRAM_BEFORE_ANSWER_NNP,POS_1-GRAM_BEFORE_ANSWER_NNPS,POS_1-GRAM_BEFORE_ANSWER_NNS,POS_1-GRAM_BEFORE_ANSWER_POS,POS_1-GRAM_BEFORE_ANSWER_PRP,POS_1-GRAM_BEFORE_ANSWER_RB,POS_1-GRAM_BEFORE_ANSWER_RBR,POS_1-GRAM_BEFORE_ANSWER_RBS,POS_1-GRAM_BEFORE_ANSWER_RP,POS_1-GRAM_BEFORE_ANSWER_TO,POS_1-GRAM_BEFORE_ANSWER_VB,POS_1-GRAM_BEFORE_ANSWER_VBD,POS_1-GRAM_BEFORE_ANSWER_VBG,POS_1-GRAM_BEFORE_ANSWER_VBN,POS_1-GRAM_BEFORE_ANSWER_VBP,POS_1-GRAM_BEFORE_ANSWER_VBZ,POS_1-GRAM_BEFORE_ANSWER_WDT,POS_1-GRAM_BEFORE_ANSWER_WP,POS_1-GRAM_BEFORE_ANSWER_WRB,POS_1-GRAM_IN_ANSWER_COUNT_CC,POS_1-GRAM_IN_ANSWER_COUNT_CD,POS_1-GRAM_IN_ANSWER_COUNT_DT,POS_1-GRAM_IN_ANSWER_COUNT_EX,POS_1-GRAM_IN_ANSWER_COUNT_IN,POS_1-GRAM_IN_ANSWER_COUNT_JJ,POS_1-GRAM_IN_ANSWER_COUNT_JJR,POS_1-GRAM_IN_ANSWER_COUNT_JJS,POS_1-GRAM_IN_ANSWER_COUNT_MD,POS_1-GRAM_IN_ANSWER_COUNT_NN,POS_1-GRAM_IN_ANSWER_COUNT_NNP,POS_1-GRAM_IN_ANSWER_COUNT_NNPS,POS_1-GRAM_IN_ANSWER_COUNT_NNS,POS_1-GRAM_IN_ANSWER_COUNT_POS,POS_1-GRAM_IN_ANSWER_COUNT_PRP,POS_1-GRAM_IN_ANSWER_COUNT_PRP$,POS_1-GRAM_IN_ANSWER_COUNT_RB,POS_1-GRAM_IN_ANSWER_COUNT_RBR,POS_1-GRAM_IN_ANSWER_COUNT_RBS,POS_1-GRAM_IN_ANSWER_COUNT_RP,POS_1-GRAM_IN_ANSWER_COUNT_TO,POS_1-GRAM_IN_ANSWER_COUNT_VB,POS_1-GRAM_IN_ANSWER_COUNT_VBD,POS_1-GRAM_IN_ANSWER_COUNT_VBG,POS_1-GRAM_IN_ANSWER_COUNT_VBN,POS_1-GRAM_IN_ANSWER_COUNT_VBP,POS_1-GRAM_IN_ANSWER_COUNT_VBZ,POS_1-GRAM_IN_ANSWER_COUNT_WDT,POS_1-GRAM_IN_ANSWER_COUNT_WP,POS_1-GRAM_IN_ANSWER_COUNT_WP$,POS_1-GRAM_IN_ANSWER_COUNT_WRB,QuestionID
False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02f4bf26-c755-4b9e-a7b8-48c132840743
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c3ace9f3-f4b2-4a97-9f5a-2f67279c0ba1
False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,f0013685-a18b-4f40-978b-84ab75d5eeb7
False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bc5647a5-9a72-4275-858f-b48e2abd2351
False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98edbe11-24af-4158-aa3a-cf8b4a4c6532
False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04d0b68e-74b3-4ab3-bd13-ea9d1084b8bd
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ed45e365-82b2-47d9-98ba-422c2053e997
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,f0b3ec25-9290-41c1-978a-6e846ea71a53
False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c301a5d0-6ce7-41a5-bab6-59459850d296
False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4c633001-15fd-46f3-9f32-24d25dc20509
False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,801e42ba-0784-48a0-b605-6111fe7ba178
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,b1788afb-846b-4e95-9e34-8c46ee52f226
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,f4aa3b0b-9043-4e0a-9a5d-551bff068c4c
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,1,2,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,e61ea307-75e3-46fc-86a2-796d6c8dd5d1
False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,b74e7540-7e77-4579-bafb-192c6ab5b31e
False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,f02153db-6564-4e19-be07-3a3055f89fbc
False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,b4e65e4d-9b78-4cb2-9862-cd61ace0de2d
False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ba7556a0-6647-4c25-9bcd-2440e7edda8e
False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,033e201d-9ca7-4b0e-aad8-2657f8938dc7
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c358bda9-771c-414a-87ee-1d42b01d3ba3
False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,b63fa857-ffdd-4885-b1c2-923732e78179
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,2,0,1,2,0,0,0,2,2,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,88a6fe0c-4c84-4a9e-bff4-f33bb6ad18b8
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,d69d974a-9d27-471b-98d1-10bf33314e38
False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73a1af99-f8f3-44c2-87d7-3761d2f45842
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,1,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d43723c7-62ee-4835-ac36-3f4d69ecd22a
False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,734e84b2-2f29-4f73-b43d-17c76942e272
False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,2,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,583b086d-bd3b-4622-83ff-94453be356b4
False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bdd3b83e-54f7-4014-a80c-7cc8f88aba9c
False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,fbf36238-7b70-40d0-8cb9-fdb37a7219ff
False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,384cac2b-0190-41fa-9f02-b5f79d67aa76
False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,db5db3b7-7c3c-4191-b140-e042e9a61dab
False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4d425a8b-9e91-4bf9-87f3-0c51e315face
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cb72f7b5-a947-45ac-b150-6464b07f1dd4
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,a1cf5202-4c08-42df-8388-dc303e6447c4
