NUM_RAW_TOKENS_MATCHING_IN_OUT,NUM_TOKENS_IN_ANSWER,NUM_TOKENS_IN_SENTENCE,PERCENT_RAW_TOKENS_MATCHING_IN_OUT,PERCENT_TOKENS_IN_ANSWER,QuestionID,RATING
7,7,31,1.0,0.225806451613,e9e4fd72-35dc-42b5-b4d5-f2febec493e2,0.5
1,1,9,1.0,0.111111111111,a5451406-9adb-4be5-b034-2ea7f70adfab,-2.5
1,1,23,1.0,0.0434782608696,2a5128b5-d1c5-4a87-8590-0d66a3896dfb,3.5
5,6,17,0.833333333333,0.352941176471,25bc118d-b70e-4336-bb3b-8698e714f41d,1.0
1,1,45,1.0,0.0222222222222,b34f8513-69a4-4326-b894-7e982052f713,4.0
2,2,11,1.0,0.181818181818,b30c42a4-ff82-49cd-ac8d-bcf2ba888bce,4.0
12,12,25,1.0,0.48,8c20368f-03b9-401d-a38f-0997d40eb738,0.5
1,1,18,1.0,0.0555555555556,486efce6-ebb5-4766-aef0-9f4ccf03dee5,2.0
1,1,43,1.0,0.0232558139535,04b2a9a6-3649-4356-8090-f326710cd789,-4.0
1,1,35,1.0,0.0285714285714,1f42ef84-87f6-4f37-94fa-b09f128c4f06,-4.0
7,8,23,0.875,0.347826086957,68ebfbf8-3d8c-4f12-9df9-14e4ed6ccaff,0.5
9,9,21,1.0,0.428571428571,c1c8368c-bcc8-41e9-b844-d65370f234ee,2.5
1,2,28,0.5,0.0714285714286,7120d38b-97c9-4cdd-8fb9-a6b4347b3ff5,-0.5
6,7,37,0.857142857143,0.189189189189,88acb33c-e0ba-4849-b0c6-4c8456ab0060,1.0
2,2,30,1.0,0.0666666666667,9f18da02-adc6-4904-a55a-4dbf97de9010,1.5
3,4,11,0.75,0.363636363636,eaa69a5f-6201-4d22-b207-800b88a9c358,3.0
4,4,23,1.0,0.173913043478,35090ef5-003c-4529-bbab-ce3a440570be,4.0
2,2,30,1.0,0.0666666666667,119d758e-17e0-471d-81d6-c96621eaa9f0,3.5
1,1,33,1.0,0.030303030303,86de8b0f-6e8f-484c-9652-3a1e6d638db9,0.0
0,2,18,0.0,0.111111111111,8b2f0613-ff98-4c5a-8011-704fee967493,-0.5
2,2,7,1.0,0.285714285714,fa9a0507-e2a6-4b70-b20a-42f6864fa55c,3.5
1,1,11,1.0,0.0909090909091,6dfddee6-d471-4b98-a813-bf5f286fa62a,2.5
1,2,15,0.5,0.133333333333,ee958df1-78f5-4872-be58-3c5baf914dc4,2.0
13,13,33,1.0,0.393939393939,e2aa36a3-a20d-4127-b507-9f39306c14eb,-1.0
3,3,41,1.0,0.0731707317073,ade91cd7-ec81-478b-a6c9-aa9172d5905a,3.0
3,3,40,1.0,0.075,fbc30f9b-4f17-40ba-a249-7601b68858dc,-2.0
2,2,36,1.0,0.0555555555556,64a543dd-93ab-4bac-b629-30afefcb0a2d,-1.0
3,3,31,1.0,0.0967741935484,744f70c5-f67e-47e3-a9cb-fd1a545e9687,4.0
1,1,36,1.0,0.0277777777778,e2634f47-25c3-4b64-bdaa-5bddfac39aa3,-2.5
3,3,29,1.0,0.103448275862,8fd2e67e-ef61-43a9-b05b-1106b47f170f,-1.0
5,5,20,1.0,0.25,e828f88e-cb30-4b4f-83af-321fd821e99c,1.0
1,2,12,0.5,0.166666666667,0b6ae101-9b17-4c06-b6ca-0e21429d2407,4.0
1,1,41,1.0,0.0243902439024,3eeb6171-f28b-4b79-95a3-225af16c6a2c,1.5
2,2,23,1.0,0.0869565217391,89b6b8a4-6bb2-40c8-b030-311bc22f7de4,3.5
2,2,25,1.0,0.08,1aa9a2ab-bd6b-4d1b-a43a-04a0b33761ac,4.0
1,1,15,1.0,0.0666666666667,735afe6a-431f-45ce-a53f-93f0e46505a3,-4.0
2,2,9,1.0,0.222222222222,fa4bc2b8-b9f5-4800-8269-7408825cfb45,3.5
1,1,23,1.0,0.0434782608696,36f1841f-fa39-4934-b64e-f62c8e1f3334,2.0
11,11,15,1.0,0.733333333333,5d0c66b8-75b0-4b12-939a-775bc58a553a,-1.0
1,1,8,1.0,0.125,1446ac85-2db8-4791-b9a8-1c18161086be,-2.0
2,2,17,1.0,0.117647058824,42931757-4281-4839-8de3-634d54a94c28,1.0
1,1,18,1.0,0.0555555555556,db2c49c3-dce6-45f2-b86a-420bb80ea642,2.5
13,14,36,0.928571428571,0.388888888889,33a4e6ba-9fb5-4bc9-983b-69256bfa4d64,-1.0
3,3,29,1.0,0.103448275862,ee19a71d-986b-4962-ae2a-87ea3f493122,3.5
1,1,16,1.0,0.0625,ab0de9ee-63cc-4b8c-8dab-0c062e1d962c,1.5
5,5,20,1.0,0.25,7ba53ff3-4c13-458b-89ea-97660d3ab44a,3.5
1,2,19,0.5,0.105263157895,242247a3-c071-41a7-ac90-57d4c99f77d7,4.0
0,1,10,0.0,0.1,508a2e46-554e-4fd3-be5a-bd91affed6f6,-1.0
3,3,8,1.0,0.375,4ca19872-3052-4704-84a6-c20f4d0b8772,2.0
2,2,23,1.0,0.0869565217391,1c4b3664-6812-4088-81a6-2c4d6b547a80,4.0
8,8,31,1.0,0.258064516129,f168411e-51c2-41b2-be26-3c651f6bc9b9,1.5
3,3,7,1.0,0.428571428571,0aff03d6-56cb-4b47-9de7-fe515f04780a,2.5
4,4,18,1.0,0.222222222222,ddb2eec6-0159-4a51-93c1-f080b920eb86,3.0
2,2,21,1.0,0.0952380952381,f0c15c09-b139-4684-9961-1bbb4b96510d,2.0
2,2,21,1.0,0.0952380952381,3adb3468-3c48-4964-b0ed-79830148d0ce,0.5
2,2,18,1.0,0.111111111111,fb62bdc8-c597-4603-aa59-e2c541c0367c,3.5
1,1,25,1.0,0.04,ae009a39-6af0-4eb5-b307-3c71d30ae5f4,1.0
2,2,21,1.0,0.0952380952381,87c66b11-19a5-41bd-b131-50cd651c8db7,-2.5
2,3,16,0.666666666667,0.1875,4b494efe-0fee-4afb-b01a-66ef6709ab33,4.0
1,1,29,1.0,0.0344827586207,0d1b6820-a3bb-4dc6-ab35-ccdc204c04e6,-2.0
2,3,20,0.666666666667,0.15,9036e41d-22f7-4066-a00f-5b8483541282,4.0
1,1,12,1.0,0.0833333333333,2d8983e4-0ec1-4463-8aad-a4a1e0b52f0a,4.0
1,1,14,1.0,0.0714285714286,c4143fdd-a1e9-44e5-a387-5564e8e989c6,-0.5
1,2,25,0.5,0.08,f204836f-ac2b-41a2-bf80-aca7c395b8ee,4.0
3,3,16,1.0,0.1875,cdc43675-62f8-4ece-9ee8-cda4831cf20d,4.0
1,1,18,1.0,0.0555555555556,85f35d8e-1d19-4ca0-8064-c01321273e39,-0.5
1,2,17,0.5,0.117647058824,5ca967f9-f8c1-492b-be6e-33d24f7fe83a,2.0
36,37,42,0.972972972973,0.880952380952,7a02c413-9c2f-4fd3-baff-1df76ef9e944,-2.5
4,5,11,0.8,0.454545454545,e4c2822c-396f-4a29-8f6e-a7a10845932d,1.5
3,3,51,1.0,0.0588235294118,2802892a-a73a-452c-af31-2f5fd97ffcd1,3.0
1,1,29,1.0,0.0344827586207,3426d7cb-745c-4aee-a264-a9e3b38f5585,-4.0
1,1,29,1.0,0.0344827586207,53966227-3170-44b3-8761-f3716511c293,-0.5
3,3,12,1.0,0.25,5d43cf72-931a-447d-a665-0f806647d37f,4.0
11,12,25,0.916666666667,0.48,d696fb79-c433-43ea-998f-6a3d741531bf,-1.0
2,3,22,0.666666666667,0.136363636364,c203f834-d25d-46bb-8092-5277282406d5,4.0
1,1,18,1.0,0.0555555555556,e22efa54-0125-4b09-b5c8-7404d553e8e1,0.0
2,2,11,1.0,0.181818181818,4558d472-db15-48d4-98a8-4d6ae3459538,-2.0
3,4,21,0.75,0.190476190476,c6d07ff6-6fc0-454d-900f-be0b81bdbb2b,-0.5
3,3,22,1.0,0.136363636364,86c84ebe-9718-4fa0-ab1d-d7fc946f8123,3.5
1,1,14,1.0,0.0714285714286,6f9d3fd9-7e7b-407b-b86f-7ed56ac82ec1,-0.5
3,4,19,0.75,0.210526315789,04c1e626-4463-43ce-8151-2d31c997b660,-0.5
9,9,20,1.0,0.45,82f4aabf-0593-4dac-808a-1ee704ba2db0,2.5
1,1,30,1.0,0.0333333333333,5a0d875c-d902-4aca-a4db-8e3387edc0a9,2.0
1,1,17,1.0,0.0588235294118,7f7d5c57-b026-411b-8e5d-80d5f0356b05,-0.5
1,1,15,1.0,0.0666666666667,790ec2bc-3eaf-4ea2-b259-7159bcb901b0,-1.0
1,1,17,1.0,0.0588235294118,f8db958f-c817-4134-933d-6a5ee244e45a,3.0
1,1,18,1.0,0.0555555555556,d8965ffa-6b50-4126-b8b5-b491144fbe59,3.5
1,1,13,1.0,0.0769230769231,a2152ef9-b5be-4098-9db2-2af8fbff4b1e,4.0
1,2,29,0.5,0.0689655172414,a2585f6e-37b2-4801-a61a-b75f09260d01,1.0
2,2,55,1.0,0.0363636363636,703eb26d-c998-4b3e-8d5b-9d1941b0c0a3,-2.0
15,15,18,1.0,0.833333333333,66ea7cff-6241-4d26-aeda-2408ce44dbac,-2.5
8,8,43,1.0,0.186046511628,fb23fded-dfff-43fd-a774-0705ae86184b,3.5
2,2,44,1.0,0.0454545454545,cb23958a-f50a-4b75-947c-233926ff8c5c,3.5
5,5,35,1.0,0.142857142857,c6e19f52-793d-45fe-a8ce-ea45304030e1,3.5
1,1,26,1.0,0.0384615384615,e5cb425a-0f57-467b-a475-df5203429a1b,-4.0
2,2,16,1.0,0.125,3771a8c6-317e-4654-b234-f4ebed12bc7c,1.0
