RATING,NUM_RAW_TOKENS_MATCHING_IN_OUT,NUM_TOKENS_IN_ANSWER,NUM_TOKENS_IN_SENTENCE,PERCENT_RAW_TOKENS_MATCHING_IN_OUT,PERCENT_TOKENS_IN_ANSWER,ANSWER_ABBREVIATION_WORD_DENSITY,ANSWER_CAPITALIZED_WORD_DENSITY,ANSWER_PRONOMINAL_DENSITY,ANSWER_QUANTIFIER_DENSITY,ANSWER_STOPWORD_DENSITY,PERCENT_ABBREVIATED_WORDS_IN_ANSWER,PERCENT_CAPITALIZED_WORDS_IN_ANSWER,PERCENT_PRONOMINALS_IN_ANSWER,POS_1_GRAM_AFTER_ANSWER_CC,POS_1_GRAM_AFTER_ANSWER_CD,POS_1_GRAM_AFTER_ANSWER_DT,POS_1_GRAM_AFTER_ANSWER_EX,POS_1_GRAM_AFTER_ANSWER_IN,POS_1_GRAM_AFTER_ANSWER_JJ,POS_1_GRAM_AFTER_ANSWER_JJR,POS_1_GRAM_AFTER_ANSWER_JJS,POS_1_GRAM_AFTER_ANSWER_MD,POS_1_GRAM_AFTER_ANSWER_NN,POS_1_GRAM_AFTER_ANSWER_NNP,POS_1_GRAM_AFTER_ANSWER_NNPS,POS_1_GRAM_AFTER_ANSWER_NNS,POS_1_GRAM_AFTER_ANSWER_POS,POS_1_GRAM_AFTER_ANSWER_PRP,POS_1_GRAM_AFTER_ANSWER_RB,POS_1_GRAM_AFTER_ANSWER_RBR,POS_1_GRAM_AFTER_ANSWER_RBS,POS_1_GRAM_AFTER_ANSWER_RP,POS_1_GRAM_AFTER_ANSWER_TO,POS_1_GRAM_AFTER_ANSWER_VB,POS_1_GRAM_AFTER_ANSWER_VBD,POS_1_GRAM_AFTER_ANSWER_VBG,POS_1_GRAM_AFTER_ANSWER_VBN,POS_1_GRAM_AFTER_ANSWER_VBP,POS_1_GRAM_AFTER_ANSWER_VBZ,POS_1_GRAM_AFTER_ANSWER_WDT,POS_1_GRAM_AFTER_ANSWER_WP,POS_1_GRAM_AFTER_ANSWER_WRB,POS_1_GRAM_BEFORE_ANSWER_CC,POS_1_GRAM_BEFORE_ANSWER_CD,POS_1_GRAM_BEFORE_ANSWER_DT,POS_1_GRAM_BEFORE_ANSWER_EX,POS_1_GRAM_BEFORE_ANSWER_IN,POS_1_GRAM_BEFORE_ANSWER_JJ,POS_1_GRAM_BEFORE_ANSWER_JJR,POS_1_GRAM_BEFORE_ANSWER_JJS,POS_1_GRAM_BEFORE_ANSWER_MD,POS_1_GRAM_BEFORE_ANSWER_NN,POS_1_GRAM_BEFORE_ANSWER_NNP,POS_1_GRAM_BEFORE_ANSWER_NNPS,POS_1_GRAM_BEFORE_ANSWER_NNS,POS_1_GRAM_BEFORE_ANSWER_POS,POS_1_GRAM_BEFORE_ANSWER_PRP,POS_1_GRAM_BEFORE_ANSWER_RB,POS_1_GRAM_BEFORE_ANSWER_RBR,POS_1_GRAM_BEFORE_ANSWER_RBS,POS_1_GRAM_BEFORE_ANSWER_RP,POS_1_GRAM_BEFORE_ANSWER_TO,POS_1_GRAM_BEFORE_ANSWER_VB,POS_1_GRAM_BEFORE_ANSWER_VBD,POS_1_GRAM_BEFORE_ANSWER_VBG,POS_1_GRAM_BEFORE_ANSWER_VBN,POS_1_GRAM_BEFORE_ANSWER_VBP,POS_1_GRAM_BEFORE_ANSWER_VBZ,POS_1_GRAM_BEFORE_ANSWER_WDT,POS_1_GRAM_BEFORE_ANSWER_WP,POS_1_GRAM_BEFORE_ANSWER_WRB,POS_1_GRAM_IN_ANSWER_COUNT_CC,POS_1_GRAM_IN_ANSWER_COUNT_CD,POS_1_GRAM_IN_ANSWER_COUNT_DT,POS_1_GRAM_IN_ANSWER_COUNT_EX,POS_1_GRAM_IN_ANSWER_COUNT_IN,POS_1_GRAM_IN_ANSWER_COUNT_JJ,POS_1_GRAM_IN_ANSWER_COUNT_JJR,POS_1_GRAM_IN_ANSWER_COUNT_JJS,POS_1_GRAM_IN_ANSWER_COUNT_MD,POS_1_GRAM_IN_ANSWER_COUNT_NN,POS_1_GRAM_IN_ANSWER_COUNT_NNP,POS_1_GRAM_IN_ANSWER_COUNT_NNPS,POS_1_GRAM_IN_ANSWER_COUNT_NNS,POS_1_GRAM_IN_ANSWER_COUNT_POS,POS_1_GRAM_IN_ANSWER_COUNT_PRP,POS_1_GRAM_IN_ANSWER_COUNT_PRP$,POS_1_GRAM_IN_ANSWER_COUNT_RB,POS_1_GRAM_IN_ANSWER_COUNT_RBR,POS_1_GRAM_IN_ANSWER_COUNT_RBS,POS_1_GRAM_IN_ANSWER_COUNT_RP,POS_1_GRAM_IN_ANSWER_COUNT_TO,POS_1_GRAM_IN_ANSWER_COUNT_VB,POS_1_GRAM_IN_ANSWER_COUNT_VBD,POS_1_GRAM_IN_ANSWER_COUNT_VBG,POS_1_GRAM_IN_ANSWER_COUNT_VBN,POS_1_GRAM_IN_ANSWER_COUNT_VBP,POS_1_GRAM_IN_ANSWER_COUNT_VBZ,POS_1_GRAM_IN_ANSWER_COUNT_WDT,POS_1_GRAM_IN_ANSWER_COUNT_WP,POS_1_GRAM_IN_ANSWER_COUNT_WP$,POS_1_GRAM_IN_ANSWER_COUNT_WRB,ANSWER_CONTAINS_SRL_A0,ANSWER_CONTAINS_SRL_A1,ANSWER_CONTAINS_SRL_A2,ANSWER_CONTAINS_SRL_A3,ANSWER_CONTAINS_SRL_AM_ADV,ANSWER_CONTAINS_SRL_AM_DIS,ANSWER_CONTAINS_SRL_AM_EXT,ANSWER_CONTAINS_SRL_AM_LOC,ANSWER_CONTAINS_SRL_AM_MNR,ANSWER_CONTAINS_SRL_AM_MOD,ANSWER_CONTAINS_SRL_AM_NEG,ANSWER_CONTAINS_SRL_AM_PNC,ANSWER_CONTAINS_SRL_AM_REC,ANSWER_CONTAINS_SRL_AM_TMP,ANSWER_CONTAINS_SRL_C_A0,ANSWER_CONTAINS_SRL_C_A1,ANSWER_CONTAINS_SRL_R_A0,ANSWER_CONTAINS_SRL_R_A1,ANSWER_CONTAINS_SRL_R_A2,ANSWER_CONTAINS_SRL_R_AM_LOC,ANSWER_CONTAINS_SRL_R_AM_MNR,ANSWER_CONTAINS_SRL_R_AM_TMP,ANSWER_CONTAINS_SRL_predicate,ANSWER_COVERED_BY_SRL_A0,ANSWER_COVERED_BY_SRL_A1,ANSWER_COVERED_BY_SRL_A2,ANSWER_COVERED_BY_SRL_A3,ANSWER_COVERED_BY_SRL_A4,ANSWER_COVERED_BY_SRL_AM_ADV,ANSWER_COVERED_BY_SRL_AM_CAU,ANSWER_COVERED_BY_SRL_AM_DIR,ANSWER_COVERED_BY_SRL_AM_DIS,ANSWER_COVERED_BY_SRL_AM_LOC,ANSWER_COVERED_BY_SRL_AM_MNR,ANSWER_COVERED_BY_SRL_AM_PNC,ANSWER_COVERED_BY_SRL_AM_REC,ANSWER_COVERED_BY_SRL_AM_TMP,ANSWER_COVERED_BY_SRL_C_A0,ANSWER_COVERED_BY_SRL_C_A1,ANSWER_COVERED_BY_SRL_predicate,ANSWER_PARSE_DEPTH_IN_SRL
-2.5,1,2,42,0.5,0.0476190476,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
-4,2,2,23,1,0.0869565217,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3
-2.5,6,7,15,0.8571428571,0.4666666667,0.1428571429,0,0,0,1.1428571429,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
3.5,1,1,20,1,0.05,0,0,0,0,1,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
1,4,5,10,0.8,0.5,0,0.2,0,0,1.2,,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5
-2.5,1,1,20,1,0.05,0,0,0,0,1,,0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
-2.5,1,1,23,1,0.0434782609,0,0,0,0,2,,0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2,2,2,32,1,0.0625,0,0,0,0,0.5,0,0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3
0.5,7,7,35,1,0.2,0,0.4285714286,0,0,1,0,0.3333333333,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7
4,2,2,10,1,0.2,0,0.5,0,0,1,0,0.3333333333,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
-2.5,10,10,21,1,0.4761904762,0,0.1,0,0,2,0,0.5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
-1,0,1,16,0,0.0625,1,0,0,0,0,0.5,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2,1,1,15,1,0.0666666667,0,0,0,0,4,,0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
-1,7,7,15,1,0.4666666667,0,0,0,0,1.4285714286,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
1,2,2,20,1,0.1,0,0,0,0,2.5,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
-2.5,19,20,55,0.95,0.3636363636,0,0,0,0,1.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,2,0,0,0,5,0,0,2,1,0,0,0,0,0,1,0,0,1,2,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4,2,2,20,1,0.1,0,0.5,0,0,1,0,0.1428571429,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
4,1,1,23,1,0.0434782609,0,1,0,0,0,,0.125,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
1,5,6,12,0.8333333333,0.5,0,0.3333333333,0,0,0.5,,1,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6
4,1,1,18,1,0.0555555556,0,0,0,0,2,0,0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2.5,8,8,21,1,0.380952381,0,0.25,0,0,1.625,,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
3,2,3,21,0.6666666667,0.1428571429,0,0,0,0,1,,0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3
0.5,1,2,12,0.5,0.1666666667,0,0.5,0.5,0,1,,0.5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
-0.5,2,3,11,0.6666666667,0.2727272727,0,0.3333333333,0,0,2.3333333333,,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3
1,16,17,38,0.9411764706,0.4473684211,0,0.0588235294,0.0588235294,0,1.3529411765,,0.3333333333,0.3333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,4,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,2,2,22,1,0.0909090909,0,0,0,0,1.5,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1.5,1,1,7,1,0.1428571429,0,0,0,0,6,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
3,3,4,13,0.75,0.3076923077,0,0,0,0,0.75,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
4,3,3,16,1,0.1875,0,0,0,0,2,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
-2.5,5,5,36,1,0.1388888889,0,0,0,0,2.6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5
-1,2,2,9,1,0.2222222222,0,0,0,0,1.5,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
3,3,3,15,1,0.2,0,0,0,0,1.3333333333,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,2,2,40,1,0.05,0,0,0,0,1.5,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
3.5,3,4,52,0.75,0.0769230769,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
3,1,2,33,0.5,0.0606060606,0,0,0,0,1.5,,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3
